closure-compiler,https://github.com/google/closure-compiler.git,5cf96052b6c6bc0ef3eecaa88fd4da65a413cb0f
commons-cli,https://github.com/apache/commons-cli.git,663903d0b63774cc82f9f5fd689dd5aa64e2200d
commons-codec,https://github.com/apache/commons-codec.git,88936ac4e617881dcc6cba3fb2abd73dbd89d3b5
commons-compress,https://github.com/apache/commons-compress.git,2913771b6a3fd8a0111b2ff315569abaddeccef9
commons-csv,https://github.com/apache/commons-csv.git,2f44a6b399edf1d243b340180538a7f657a2a078
commons-jxpath,https://github.com/apache/commons-jxpath.git,98ead4e5763880cda8403f2fd123ed951333a80d
commons-lang,https://github.com/apache/commons-lang.git,5136dd38e47d8073019b96908753c02abd6173ff
gson,https://github.com/google/gson.git,70bda4b9c9eb8d0b567f8715a67dbada00b02216
jackson-core,https://github.com/FasterXML/jackson-core.git,8093f4348b1828b7f228d28a4027b766dc88395f
jackson-databind,https://github.com/FasterXML/jackson-databind.git,b2487d0a33a347ce476282f94a0a125f2adcb559
jackson-dataformat-xml,https://github.com/FasterXML/jackson-dataformat-xml.git,1320f003e7f7de8f06e77de76345dd8031712b2a
jfree-chart,https://github.com/jfree/jfreechart.git,e2d6788d594c51941ddae337ae666fda5c52ad9f
joda-time,https://github.com/JodaOrg/joda-time.git,b92d88eea7df04f066d141c6e3d834f2894e52ef
jsoup,https://github.com/jhy/jsoup.git,1762412a28fa7b08ccf71d93fc4c98dc73086e03
mockito,https://github.com/mockito/mockito.git,2164df10daba44acf18bcd5b8886f3b4addf7b24
